"configuration","problem","model","data_file","status","time","flatBoolVars","run","bimanderTotalM","error","nSolutions","objective","method","flatIntVars","nClauseVariables","paths","solveTime","flatTime","evaluatedHalfReifiedConstraints","flatIntConstraints","processFlatZincTime","bimanderTotalOffset","flatBoolConstraints","bimanderTotalAbsoluteBalance","nVariables","bimanderCount","bimanderTotalN","eliminatedImplications","nClauses"
"mzn_sat-open_wbo-order-{'f_SAT_fzn_disjunctive_order_alternative': True}","jsswet","jsswet.mzn","jsswet_la15.dzn","SATISFIED","639.2413390389993","357858","raw","0","","2","4971","minimize","35086","4745496","0","601.0874","28.7167","160","35085","4.4298","0","698106","0","357834","0","0","6436","1603747"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'INEQUALITY'}","jsswet","jsswet.mzn","jsswet_la26.dzn","OPTIMAL_SOLUTION","100.31469410296995","672764","raw","0","","2","140","minimize","34511","3005397","0","24.0853","61.0849","520","34510","4.0328","0","1327401","0","490344","0","0","38153","1190465"
"mzn_sat-open_wbo-order-{'f_SAT_fzn_disjunctive_order_alternative': True}","jsswet","jsswet.mzn","jsswet_la28.dzn","OPTIMAL_SOLUTION","153.11525759397773","656243","raw","0","","2","208","minimize","34391","5328153","0","79.8564","56.9334","360","34390","5.97","0","1257515","0","552545","0","0","40623","1922681"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'EQUALITY'}","jsswet","jsswet.mzn","jsswet_abz5.dzn","OPTIMAL_SOLUTION","34.58320140698925","267740","raw","0","","2","103","minimize","16801","965919","0","3.5932","25.1955","180","16800","1.3777","0","487845","0","197063","0","0","24074","430153"
"mzn_sat-open_wbo-binary","jsswet","jsswet.mzn","jsswet_la21.dzn","OPTIMAL_SOLUTION","72.12859356403351","5269","raw","0","","2","167","minimize","423","491874","0","68.6798","2.77143","2490","422","0.4581","0","6115","0","122890","0","0","","202332"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'INEQUALITY'}","jsswet","jsswet.mzn","jsswet_abz6.dzn","OPTIMAL_SOLUTION","29.43389363697497","214937","raw","0","","2","140","minimize","12768","898072","0","2.5303","21.8882","260","12767","1.1873","0","408695","0","154177","0","0","17853","356177"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'DOUBLE_INEQUALITY'}","jsswet","jsswet.mzn","jsswet_la05.dzn","OPTIMAL_SOLUTION","12.310187078022864","90701","raw","0","","2","54","minimize","8929","485073","0","0.7319","9.47743","200","8928","0.5607","0","187301","0","64150","0","0","2316","171782"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'EQUALITY'}","jsswet","jsswet.mzn","jsswet_la01.dzn","OPTIMAL_SOLUTION","12.193687622027937","90057","raw","0","","2","127","minimize","9373","469543","0","0.9452","9.23012","90","9372","0.5717","0","218646","0","72078","0","0","1831","198113"
"mzn_sat-open_wbo-order-{'f_SAT_fzn_disjunctive_order_alternative': True}","jsswet","jsswet.mzn","jsswet_la09.dzn","OPTIMAL_SOLUTION","57.27034669596469","205149","raw","0","","2","210","minimize","20484","2673923","0","34.9205","16.6413","120","20483","2.7094","0","396599","0","205135","0","0","3871","906323"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'DOUBLE_INEQUALITY'}","jsswet","jsswet.mzn","jsswet_la12.dzn","OPTIMAL_SOLUTION","53.835093153000344","354817","raw","0","","2","46","minimize","31391","1974530","0","13.7854","32.085","400","31390","2.2978","0","743202","0","249617","0","0","4375","682311"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'EQUALITY'}","jsswet","jsswet.mzn","jsswet_la31.dzn","SATISFIED","783.4437974510365","1581652","raw","0","","2","5360","minimize","76517","7422383","0","604.1923","144.846","570","76516","10.136","0","3479052","0","1174432","0","0","58109","3098297"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'DOUBLE_INEQUALITY'}","jsswet","jsswet.mzn","jsswet_la21.dzn","OPTIMAL_SOLUTION","65.36296913895058","416683","raw","0","","2","167","minimize","22117","1949152","0","12.9723","42.5294","450","22116","2.4728","0","825561","0","296870","0","0","27244","731975"
"mzn_sat-open_wbo-binary","jsswet","jsswet.mzn","jsswet_la11.dzn","SATISFIED","603.1626938949921","4585","raw","0","","2","6233","minimize","595","497651","0","600.1442","2.34969","2219","594","0.4719","0","6051","0","120615","0","0","","203917"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'INEQUALITY'}","jsswet","jsswet.mzn","jsswet_la02.dzn","OPTIMAL_SOLUTION","11.624390840996057","95324","raw","0","","2","75","minimize","9680","463957","0","0.6981","8.80881","160","9679","0.6062","0","191105","0","71133","0","0","2186","178379"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'DOUBLE_INEQUALITY'}","jsswet","jsswet.mzn","jsswet_orb02.dzn","OPTIMAL_SOLUTION","31.442266339960042","211790","raw","0","","2","116","minimize","11951","943434","0","2.4766","23.6183","300","11950","1.2111","0","412595","0","146512","0","0","18304","354483"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'EQUALITY'}","jsswet","jsswet.mzn","jsswet_la12.dzn","OPTIMAL_SOLUTION","45.20892768498743","312091","raw","0","","2","46","minimize","31391","1737521","0","8.6013","29.3545","180","31390","2.3204","0","759964","0","250814","0","0","4375","719459"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'DOUBLE_INEQUALITY'}","jsswet","jsswet.mzn","jsswet_abz8.dzn","OPTIMAL_SOLUTION","78.50698743801331","515837","raw","0","","2","3","minimize","19080","2195901","0","11.958","53.9281","800","19079","3.0527","0","1009080","0","354985","0","0","48932","861257"
"mzn_sat-open_wbo-binary","jsswet","jsswet.mzn","jsswet_la12.dzn","SATISFIED","603.094563857012","4569","raw","0","","2","7593","minimize","574","490932","0","600.1455","2.28415","2220","573","0.4586","0","5888","0","119545","0","0","","201362"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'EQUALITY'}","jsswet","jsswet.mzn","jsswet_yn4.dzn","OPTIMAL_SOLUTION","141.96427642798517","927481","raw","0","","2","35","minimize","28791","3441788","0","32.4423","88.5265","760","28790","4.9697","0","1733875","0","664255","0","0","116615","1488522"
"mzn_sat-open_wbo-order-{'f_SAT_fzn_disjunctive_order_alternative': True}","jsswet","jsswet.mzn","jsswet_la35.dzn","UNKNOWN","764.300016661","1695692","raw","0","","0","","minimize","82347","14246788","0","600.3459","129.643","540","82346","14.5238","0","3310944","0","1416767","0","0","59699","5097588"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'INEQUALITY'}","jsswet","jsswet.mzn","jsswet_la33.dzn","SATISFIED","765.3700557849952","1582107","raw","0","","2","7532","minimize","75494","7211513","0","604.0151","128.503999","780","75493","10.256","0","3160316","0","1138309","0","0","55403","2824729"
"mzn_sat-open_wbo-binary","jsswet","jsswet.mzn","jsswet_orb01.dzn","OPTIMAL_SOLUTION","33.46332436997909","2769","raw","0","","2","178","minimize","295","196365","0","31.9399","1.20626","1160","294","0.2028","0","3490","0","49955","0","0","","80971"
"mzn_sat-open_wbo-order-{'f_SAT_fzn_disjunctive_order_alternative': True}","jsswet","jsswet.mzn","jsswet_la40.dzn","OPTIMAL_SOLUTION","90.52013756299857","605140","raw","0","","2","53","minimize","25099","2212169","0","15.2443","60.703","420","25098","3.3672","0","1119598","0","439660","0","0","70996","968027"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'DOUBLE_INEQUALITY'}","jsswet","jsswet.mzn","jsswet_ft10.dzn","OPTIMAL_SOLUTION","35.70335123001132","227189","raw","0","","2","0","minimize","12603","1019247","0","4.2816","25.776","300","12602","1.3279","0","444942","0","155360","0","0","20853","380867"
"mzn_sat-open_wbo-order-{'f_SAT_fzn_disjunctive_order_alternative': True}","jsswet","jsswet.mzn","jsswet_swv01.dzn","OPTIMAL_SOLUTION","253.87967959902016","907335","raw","0","","2","99","minimize","47625","7610807","0","162.4825","70.4136","360","47624","7.7001","0","1765019","0","757590","0","0","47828","2723807"
"mzn_sat-open_wbo-binary","jsswet","jsswet.mzn","jsswet_la30.dzn","SATISFIED","605.806121769012","8543","raw","0","","2","1618","minimize","598","869771","0","600.1755","4.48356","4320","597","0.8111","0","10750","0","216517","0","0","","357206"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'INEQUALITY'}","jsswet","jsswet.mzn","jsswet_la14.dzn","OPTIMAL_SOLUTION","104.93212912301533","416861","raw","0","","2","123","minimize","42176","2089692","0","60.0267","33.7984","320","42175","2.9486","0","849211","0","306249","0","0","5365","788609"
"mzn_sat-open_wbo-order-{'f_SAT_fzn_disjunctive_order_alternative': True}","jsswet","jsswet.mzn","jsswet_la06.dzn","OPTIMAL_SOLUTION","35.17002750001848","199779","raw","0","","2","67","minimize","21386","2611817","0","13.4176","16.0012","120","21385","2.8409","0","386094","0","199767","0","0","4050","884800"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'EQUALITY'}","jsswet","jsswet.mzn","jsswet_swv14.dzn","ERROR","","","raw","","MiniZinc stopped with a non-zero exit code, but did not output an error message. ","","","","","","","","","","","","","","","","","","",""
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'INEQUALITY'}","jsswet","jsswet.mzn","jsswet_la38.dzn","OPTIMAL_SOLUTION","88.10776151000755","611735","raw","0","","2","0","minimize","24839","2475718","0","12.0732","62.0383","540","24838","3.2936","0","1162786","0","436910","0","0","69578","1001426"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'INEQUALITY'}","jsswet","jsswet.mzn","jsswet_la10.dzn","OPTIMAL_SOLUTION","26.850533151009586","223465","raw","0","","2","92","minimize","21517","1118695","0","3.2584","18.8992","240","21516","1.3536","0","452596","0","165805","0","0","3858","422256"
"mzn_sat-open_wbo-binary","jsswet","jsswet.mzn","jsswet_la09.dzn","OPTIMAL_SOLUTION","29.20455625798786","2857","raw","0","","2","210","minimize","423","277132","0","27.4749","1.30478","1290","422","0.2985","0","3821","0","67145","0","0","","113656"
"mzn_sat-open_wbo-binary","jsswet","jsswet.mzn","jsswet_la19.dzn","OPTIMAL_SOLUTION","3.1312665269942954","2642","raw","0","","2","18","minimize","265","175965","0","1.6872","1.18131","1159","264","0.1512","0","2994","0","44822","0","0","","72332"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'DOUBLE_INEQUALITY'}","jsswet","jsswet.mzn","jsswet_la02.dzn","OPTIMAL_SOLUTION","13.101737644989043","101392","raw","0","","2","75","minimize","9680","536568","0","0.7143","10.011","200","9679","0.6719","0","208889","0","71133","0","0","2186","190095"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'DOUBLE_INEQUALITY'}","jsswet","jsswet.mzn","jsswet_la38.dzn","OPTIMAL_SOLUTION","97.67621812195284","623735","raw","0","","2","0","minimize","24839","2636362","0","12.5667","69.1167","600","24838","3.6126","0","1198096","0","436910","0","0","69578","1024736"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'EQUALITY'}","jsswet","jsswet.mzn","jsswet_la23.dzn","OPTIMAL_SOLUTION","49.46893824898871","373736","raw","0","","2","71","minimize","21296","1391109","0","7.6876","33.46","270","21295","2.0421","0","701111","0","272423","0","0","25001","612481"
"mzn_sat-open_wbo-order-{'f_SAT_fzn_disjunctive_order_alternative': True}","jsswet","jsswet.mzn","jsswet_yn4.dzn","OPTIMAL_SOLUTION","143.43001458997605","927481","raw","0","","2","35","minimize","28791","3441788","0","33.8233","88.5008","760","28790","5.0586","0","1733875","0","664255","0","0","116615","1488522"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'INEQUALITY'}","jsswet","jsswet.mzn","jsswet_la31.dzn","SATISFIED","772.8560235259938","1633072","raw","0","","2","5829","minimize","76517","7439494","0","604.2724","133.592","780","76516","10.8708","0","3264317","0","1171735","0","0","58109","2913576"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'EQUALITY'}","jsswet","jsswet.mzn","jsswet_orb09.dzn","OPTIMAL_SOLUTION","26.678411504020914","217910","raw","0","","2","0","minimize","12478","789814","0","1.9677","19.8761","180","12477","1.1457","0","400338","0","159644","0","0","16454","349654"
"mzn_sat-open_wbo-binary","jsswet","jsswet.mzn","jsswet_swv02.dzn","UNKNOWN","605.7134206669871","8560","raw","0","","0","","minimize","622","870840","0","600.138","4.4637","4320","621","0.7902","0","10624","0","216489","0","0","","356895"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'DOUBLE_INEQUALITY'}","jsswet","jsswet.mzn","jsswet_swv05.dzn","OPTIMAL_SOLUTION","149.29382316302508","985988","raw","0","","2","155","minimize","48051","4669868","0","34.4965","92.3393","600","48050","6.1234","0","1999498","0","673665","0","0","49828","1740981"
"mzn_sat-open_wbo-order-{'f_SAT_fzn_disjunctive_order_alternative': True}","jsswet","jsswet.mzn","jsswet_la32.dzn","SATISFIED","771.5084136789665","1663208","raw","0","","2","31080","minimize","83666","13916914","0","604.4657","129.657","540","83665","13.833","0","3241655","0","1391087","0","0","61314","4984923"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'INEQUALITY'}","jsswet","jsswet.mzn","jsswet_la28.dzn","OPTIMAL_SOLUTION","99.09514765196946","677441","raw","0","","2","208","minimize","34391","3029435","0","25.8475","59.0227","520","34390","3.9488","0","1339288","0","492949","0","0","40623","1199779"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'INEQUALITY'}","jsswet","jsswet.mzn","jsswet_swv09.dzn","OPTIMAL_SOLUTION","245.9652927319985","1544453","raw","0","","2","101","minimize","54143","6629081","0","70.5926","139.693","720","54142","10.026","0","3048048","0","1082321","0","0","127324","2644371"
"mzn_sat-open_wbo-binary","jsswet","jsswet.mzn","jsswet_swv08.dzn","SATISFIED","609.3038057570229","12834","raw","0","","2","265","minimize","636","1380337","0","600.216","7.13008","6420","635","1.4465","0","16030","0","346343","0","0","","566270"
