"configuration","problem","model","data_file","status","time","nClauses","boolVariables","peakDepth","propagators","initTime","variables","bimanderTotalOffset","solveTime","run","error","optTime","flatTime","objective","nSolutions","bimanderCount","nogoods","failures","paths","peakMem","method","restarts","intVars","backjumps","bimanderTotalAbsoluteBalance","nClauseVariables","baseMem","nodes","flatBoolConstraints","trailMem","flatIntVars","nVariables","bimanderTotalM","flatBoolVars","bimanderTotalN","randomSeed","flatIntConstraints","evaluatedHalfReifiedConstraints","propagations","processFlatZincTime","solutions"
"mzn_sat-loandra-order_binary_order-True-PB_BEST-core-guided","tablelayout","TableLayout.mzn","en-1250-1261-line126.dzn","OPTIMAL_SOLUTION","5.431493722833693","34014","","","","","","0","1.7278","raw","","","3.0262","3500","7","0","","","0","","minimize","","","","0","38311","","","16922","","32382","16916","0","16490","0","","32381","14","","0.106",""
"mzn_sat-open-wbo-order_binary_order-True-PB_BEST-best","tablelayout","TableLayout.mzn","en-1250-1407-line976.dzn","OPTIMAL_SOLUTION","14.468976865522563","17795","","","","","","0","12.1179","raw","","","1.99543","1708","2","0","","","0","","minimize","","","","0","21231","","","9306","","16689","8690","0","8669","0","","16688","8","","0.0619",""
"mzn_sat-loandra-order_orderBinary_order-True-PB_BEST-core-boosted","tablelayout","TableLayout.mzn","en-1250-1261-line126.dzn","OPTIMAL_SOLUTION","7.279700327664614","66280","","","","","","0","2.6432","raw","","","3.71467","3500","6","0","","","0","","minimize","","","","0","122264","","","49132","","32382","27846","0","27240","0","","32381","","","0.1853",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-msu3","tablelayout","TableLayout.mzn","en-1250-1479-line419.dzn","ERROR","","2848","","","","","","0","","raw","Unknown message kind ASCII `E'","","0.980644","","","0","","","0","","minimize","","","","0","9645","","","1641","","686","1095","0","712","0","","685","90","","0.0076",""
"chuffed-free","tablelayout","TableLayout.mzn","en-1000-1615-line479.dzn","OPTIMAL_SOLUTION","0.23716966155916452","","16851","141","308","0.022","17666","","0.04","raw","","0.036","0.102064","2456","4","","65","65","0","0.0","minimize","4","813","130","","","0.0","672","","0.28","577","","","","","1638166197","610","","14762","",""
"mzn_sat-loandra-order_binary_binary-True-PB_BEST-only-linear-search","tablelayout","TableLayout.mzn","en-1000-1479-line419.dzn","SATISFIED","601.2343255644664","2807","","","","","","0","600.1236","raw","","","0.985784","3734","16","0","","","0","","minimize","","","","0","9540","","","1641","","686","1073","0","712","0","","685","90","","0.0085",""
"mzn_sat-open-wbo-order_binary_order-True-PB_BEST-best","tablelayout","TableLayout.mzn","en-1000-274-line403.dzn","OPTIMAL_SOLUTION","139.49630062188953","10157","","","","","","0","137.4731","raw","","","1.75669","2602","2","0","","","0","","minimize","","","","0","15103","","","5715","","8193","4774","0","4717","0","","8192","12","","0.03",""
"mzn_sat-loandra-order_binary_binary-True-PB_BEST-core-guided","tablelayout","TableLayout.mzn","en-1000-274-line403.dzn","SATISFIED","602.0764700435102","3627","","","","","","0","600.0191","raw","","","1.86343","2646","4","0","","","0","","minimize","","","","0","12466","","","2932","","658","1027","0","970","0","","657","94","","0.0105",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-part-msu3","tablelayout","TableLayout.mzn","en-1000-1407-line976.dzn","OPTIMAL_SOLUTION","13.549954496324062","25633","","","","","","0","11.3485","raw","","","1.80673","2158","2","0","","","0","","minimize","","","","0","40233","","","17230","","16689","11469","0","11415","0","","16688","","","0.0731",""
"chuffed-free","tablelayout","TableLayout.mzn","en-1250-1305-line158.dzn","OPTIMAL_SOLUTION","0.49453607108443975","","45376","93","318","0.053","46255","","0.05","raw","","0.049","0.166835","5018","9","","45","45","0","0.0","minimize","9","877","99","","","0.0","463","","0.28","1044","","","","","1638164997","630","","8603","",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-msu3","tablelayout","TableLayout.mzn","en-1000-1286-line764.dzn","ERROR","","3608","","","","","","0","","raw","Unknown message kind ASCII `E'","","1.49091","","","0","","","0","","minimize","","","","0","10201","","","2562","","1858","1326","0","1348","0","","1857","240","","0.0107",""
"mzn_sat-loandra-order_binary_binary-True-PB_BEST-core-guided","tablelayout","TableLayout.mzn","en-1250-1303-line283.dzn","SATISFIED","601.608957901597","2952","","","","","","0","600.0218","raw","","","1.47871","2408","12","0","","","0","","minimize","","","","0","12247","","","1970","","902","1087","0","902","0","","901","102","","0.0093",""
"mzn_sat-loandra-order_orderBinary_order-True-PB_BEST-core-guided","tablelayout","TableLayout.mzn","en-1250-1305-line158.dzn","OPTIMAL_SOLUTION","25.02182432822883","51705","","","","","","0","20.5675","raw","","","3.64491","5018","11","0","","","0","","minimize","","","","0","89060","","","35774","","28872","22573","0","21707","0","","28871","","","0.1456",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-best","tablelayout","TableLayout.mzn","en-1250-1407-line1986.dzn","OPTIMAL_SOLUTION","184.5278101619333","39241","","","","","","0","181.3594","raw","","","2.54901","2125","2","0","","","0","","minimize","","","","0","70017","","","28804","","20436","16703","0","16567","0","","20435","","","0.1456",""
"mzn_sat-open-wbo-order_binary_order-True-PB_BEST-wbo","tablelayout","TableLayout.mzn","en-1250-1074-line298.dzn","SATISFIED","606.1420996589586","48188","","","","","","0","600.2605","raw","","","4.9722","4438","2","0","","","0","","minimize","","","","0","52993","","","24863","","46579","23724","0","23802","0","","46578","8","","0.1377",""
"mzn_sat-loandra-order_binary_order-True-PB_BEST-only-linear-search","tablelayout","TableLayout.mzn","en-1000-251-line273.dzn","OPTIMAL_SOLUTION","10.224805493839085","36031","","","","","","0","5.2129","raw","","","4.3191","6493","13","0","","","0","","minimize","","","","0","42202","","","18893","","34049","17607","0","17669","0","","34048","10","","0.1138",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-wbo","tablelayout","TableLayout.mzn","en-1000-274-line403.dzn","SATISFIED","602.0046828398481","3627","","","","","","0","600.1212","raw","","","1.73225","4447","2","0","","","0","","minimize","","","","0","12466","","","2932","","658","1027","0","970","0","","657","94","","0.0103",""
"mzn_sat-loandra-order_binary_order-True-PB_BEST-core-boosted","tablelayout","TableLayout.mzn","en-1250-1407-line1986.dzn","OPTIMAL_SOLUTION","4.520248260349035","22100","","","","","","0","1.2993","raw","","","2.77243","2125","5","0","","","0","","minimize","","","","0","27542","","","11621","","20436","10754","0","10713","0","","20435","10","","0.0796",""
"mzn_sat-loandra-order_orderBinary_order-True-PB_BEST-core-guided","tablelayout","TableLayout.mzn","en-1000-1407-line976.dzn","OPTIMAL_SOLUTION","6.552632499486208","25633","","","","","","0","4.3545","raw","","","1.78052","2158","13","0","","","0","","minimize","","","","0","40233","","","17230","","16689","11469","0","11415","0","","16688","","","0.0792",""
"mzn_sat-open-wbo-order_binary_order-True-PB_BEST-best","tablelayout","TableLayout.mzn","en-1000-1407-line1350.dzn","OPTIMAL_SOLUTION","11.24337181262672","9334","","","","","","0","9.8042","raw","","","1.24509","1041","2","0","","","0","","minimize","","","","0","12121","","","4834","","8267","4545","0","4395","0","","8266","10","","0.0277",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-linear-su","tablelayout","TableLayout.mzn","en-1250-1407-line1986.dzn","OPTIMAL_SOLUTION","12.641040347516537","39241","","","","","","0","9.5379","raw","","","2.54797","2125","2","0","","","0","","minimize","","","","0","70017","","","28804","","20436","16703","0","16567","0","","20435","","","0.1033",""
"mzn_sat-loandra-order_binary_binary-True-PB_BEST-core-guided","tablelayout","TableLayout.mzn","en-1250-1283-line119.dzn","SATISFIED","602.7575879795477","5468","","","","","","0","600.0216","raw","","","2.46293","9953","4","0","","","0","","minimize","","","","0","14072","","","3359","","2438","2199","0","1872","0","","2437","364","","0.0198",""
"chuffed","tablelayout","TableLayout.mzn","en-1000-1274-line521.dzn","OPTIMAL_SOLUTION","0.3654390461742878","","44967","108","212","0.051","45631","","0.055","raw","","0.052","0.122435","5378","6","","32","32","0","0.0","minimize","6","662","649","","","0.0","1253","","0.28","740","","","","","1638161876","418","","7720","",""
"mzn_sat-loandra-order_binary_order-True-PB_BEST-only-linear-search","tablelayout","TableLayout.mzn","en-1000-1407-line1986.dzn","OPTIMAL_SOLUTION","6.188274065963924","22082","","","","","","0","2.9699","raw","","","2.78488","2700","11","0","","","0","","minimize","","","","0","27495","","","11621","","20436","10744","0","10713","0","","20435","10","","0.0631",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-part-msu3","tablelayout","TableLayout.mzn","en-1000-1479-line1099.dzn","OPTIMAL_SOLUTION","4.420782707631588","29087","","","","","","0","1.9054","raw","","","2.06754","1909","2","0","","","0","","minimize","","","","0","49268","","","19922","","16670","12803","0","12281","0","","16669","","","0.074",""
"mzn_sat-open-wbo-order_binary_order-True-PB_BEST-best","tablelayout","TableLayout.mzn","en-1250-1303-line283.dzn","OPTIMAL_SOLUTION","26.929340292699635","64525","","","","","","0","20.4222","raw","","","5.29023","2346","2","0","","","0","","minimize","","","","0","69488","","","32518","","62997","32112","0","31927","0","","62996","12","","0.1913",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-msu3","tablelayout","TableLayout.mzn","en-1000-1274-line521.dzn","OPTIMAL_SOLUTION","12.075059974566102","44982","","","","","","0","7.9468","raw","","","3.3242","5378","2","0","","","0","","minimize","","","","0","54640","","","25508","","39184","21655","0","21680","0","","39183","","","0.1337",""
"mzn_sat-open-wbo-order_binary_order-True-PB_BEST-msu3","tablelayout","TableLayout.mzn","en-1000-1407-line976.dzn","OPTIMAL_SOLUTION","182.5544671388343","17787","","","","","","0","180.0342","raw","","","2.15782","2158","2","0","","","0","","minimize","","","","0","21209","","","9306","","16689","8685","0","8669","0","","16688","8","","0.055",""
"picat_sat","tablelayout","TableLayout.mzn","en-1000-1615-line479.dzn","OPTIMAL_SOLUTION","33.14391418173909","","","","","","","","32.93873954564333","raw","","","0.100516","2456","7","","","","0","","minimize","","","","","","","","","","577","","","","","","610","","","0.10465863609576226",""
"mzn_sat-loandra-order_orderBinary_order-True-PB_BEST-core-boosted","tablelayout","TableLayout.mzn","en-1250-158-line1950.dzn","OPTIMAL_SOLUTION","9.919750393368304","33296","","","","","","0","6.5635","raw","","","2.76831","3691","16","0","","","0","","minimize","","","","0","45060","","","19563","","25804","15800","0","15344","0","","25803","","","0.0982",""
"mzn_sat-open-wbo-order_binary_order-True-PB_BEST-best","tablelayout","TableLayout.mzn","en-1000-1439-line292.dzn","OPTIMAL_SOLUTION","94.77637391723692","17853","","","","","","0","91.9548","raw","","","2.43437","3102","2","0","","","0","","minimize","","","","0","21655","","","9576","","16518","8658","0","8737","0","","16517","8","","0.0593",""
"gecode","tablelayout","TableLayout.mzn","en-1250-1261-line126.dzn","OPTIMAL_SOLUTION","126.87165588699281","","","106","226","0.002988","933","","126.697","raw","","","0.118856","3500","7","","","4256485","0","","minimize","0","","","","","","8513304","","","456","","","","","","226","","704103930","","7"
"mzn_sat-open-wbo-order_binary_order-True-PB_BEST-part-msu3","tablelayout","TableLayout.mzn","en-1250-1261-line126.dzn","OPTIMAL_SOLUTION","5.629859957844019","34014","","","","","","0","2.1157","raw","","","2.82125","3500","2","0","","","0","","minimize","","","","0","38311","","","16922","","32382","16916","0","16490","0","","32381","14","","0.1165",""
"mzn_sat-open-wbo-order_binary_order-True-PB_BEST-msu3","tablelayout","TableLayout.mzn","en-1000-1303-line283.dzn","SATISFIED","606.9147776607424","64464","","","","","","0","600.3884","raw","","","5.35774","4746","2","0","","","0","","minimize","","","","0","69335","","","32518","","62997","32080","0","31927","0","","62996","12","","0.1864",""
"mzn_sat-open-wbo-order_binary_order-True-PB_BEST-oll","tablelayout","TableLayout.mzn","en-1250-1407-line1350.dzn","OPTIMAL_SOLUTION","2.5797004951164126","9352","","","","","","0","1.1199","raw","","","1.2604","841","2","0","","","0","","minimize","","","","0","12168","","","4834","","8267","4555","0","4395","0","","8266","10","","0.0267",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-wbo","tablelayout","TableLayout.mzn","en-1000-1303-line283.dzn","SATISFIED","601.6722806813195","2891","","","","","","0","600.1252","raw","","","1.40333","10002","2","0","","","0","","minimize","","","","0","12094","","","1970","","902","1055","0","902","0","","901","102","","0.0083",""
"mzn_sat-loandra-order_orderBinary_order-True-PB_BEST-core-boosted","tablelayout","TableLayout.mzn","en-1000-1303-line283.dzn","OPTIMAL_SOLUTION","11.301373940892518","105156","","","","","","0","3.1506","raw","","","6.4964","4196","3","0","","","0","","minimize","","","","0","174869","","","73079","","62997","45856","0","45479","0","","62996","","","0.3514",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-part-msu3","tablelayout","TableLayout.mzn","en-1000-1303-line283.dzn","OPTIMAL_SOLUTION","13.890986523590982","105156","","","","","","0","5.8291","raw","","","6.58374","4196","2","0","","","0","","minimize","","","","0","174869","","","73079","","62997","45856","0","45479","0","","62996","","","0.2683",""
"mzn_sat-loandra-order_orderBinary_order-True-PB_BEST-core-boosted","tablelayout","TableLayout.mzn","en-1000-1407-line976.dzn","OPTIMAL_SOLUTION","4.7039376851171255","25633","","","","","","0","2.4963","raw","","","1.78203","2158","9","0","","","0","","minimize","","","","0","40233","","","17230","","16689","11469","0","11415","0","","16688","","","0.0792",""
"mzn_sat-loandra-order_binary_order-True-PB_BEST-core-guided","tablelayout","TableLayout.mzn","en-1250-1407-line1986.dzn","OPTIMAL_SOLUTION","5.8498497027903795","22100","","","","","","0","2.6213","raw","","","2.78168","2125","9","0","","","0","","minimize","","","","0","27542","","","11621","","20436","10754","0","10713","0","","20435","10","","0.0798",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-oll","tablelayout","TableLayout.mzn","en-1000-1407-line976.dzn","SATISFIED","601.4620112925768","2247","","","","","","0","600.1409","raw","","","1.19893","2290","2","0","","","0","","minimize","","","","0","8245","","","1758","","668","693","0","677","0","","667","82","","0.0072",""
"picat_sat","tablelayout","TableLayout.mzn","en-1000-1407-line1350.dzn","OPTIMAL_SOLUTION","31.604465967975557","","","","","","","","31.399291331879795","raw","","","0.074606","1041","4","","","","0","","minimize","","","","","","","","","","186","","","","","","182","","","0.13056863609576225",""
"mzn_sat-open-wbo-order_binary_order-True-PB_BEST-part-msu3","tablelayout","TableLayout.mzn","en-1250-1407-line1350.dzn","OPTIMAL_SOLUTION","1.7665732158347964","9352","","","","","","0","0.3226","raw","","","1.23909","841","2","0","","","0","","minimize","","","","0","12168","","","4834","","8267","4555","0","4395","0","","8266","10","","0.0325",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-part-msu3","tablelayout","TableLayout.mzn","en-1000-1407-line1350.dzn","OPTIMAL_SOLUTION","2.9543553544208407","22051","","","","","","0","1.2916","raw","","","1.34999","1041","2","0","","","0","","minimize","","","","0","44655","","","17595","","8267","8915","0","8695","0","","8266","","","0.0649",""
"mzn_sat-loandra-order_binary_order-True-PB_BEST-core-boosted","tablelayout","TableLayout.mzn","en-1250-158-line1950.dzn","OPTIMAL_SOLUTION","12.54944461490959","28351","","","","","","0","8.9972","raw","","","2.98944","3691","21","0","","","0","","minimize","","","","0","34173","","","14586","","25804","13855","0","13528","0","","25803","16","","0.0816",""
"mzn_sat-loandra-order_binary_order-True-PB_BEST-core-guided","tablelayout","TableLayout.mzn","en-1000-1407-line1986.dzn","OPTIMAL_SOLUTION","5.250049532391131","22082","","","","","","0","1.8736","raw","","","2.9502","2700","8","0","","","0","","minimize","","","","0","27495","","","11621","","20436","10744","0","10713","0","","20435","10","","0.0615",""
"mzn_sat-open-wbo-order_binary_order-True-PB_BEST-msu3","tablelayout","TableLayout.mzn","en-1250-158-line1950.dzn","SATISFIED","603.9314825683832","28351","","","","","","0","600.2541","raw","","","3.07838","4566","2","0","","","0","","minimize","","","","0","34173","","","14586","","25804","13855","0","13528","0","","25803","16","","0.1053",""
"mzn_sat-open-wbo-order_binary_order-True-PB_BEST-part-msu3","tablelayout","TableLayout.mzn","en-1000-1479-line419.dzn","OPTIMAL_SOLUTION","50.16671176254749","23382","","","","","","0","47.6442","raw","","","2.0819","3668","2","0","","","0","","minimize","","","","0","27500","","","11736","","21684","11553","0","11192","0","","21683","14","","0.0639",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-linear-su","tablelayout","TableLayout.mzn","en-1000-1303-line283.dzn","OPTIMAL_SOLUTION","57.98773878067732","105156","","","","","","0","49.9618","raw","","","6.46889","4196","2","0","","","0","","minimize","","","","0","174869","","","73079","","62997","45856","0","45479","0","","62996","","","0.3085",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-linear-su","tablelayout","TableLayout.mzn","en-1250-158-line1950.dzn","SATISFIED","602.2016786942258","4255","","","","","","0","600.1418","raw","","","1.88659","5668","2","0","","","0","","minimize","","","","0","14672","","","2878","","974","1467","0","1140","0","","973","124","","0.0144",""
"mzn_sat-loandra-order_binary_binary-True-PB_BEST-core-boosted","tablelayout","TableLayout.mzn","en-1000-251-line273.dzn","SATISFIED","603.026252775453","4387","","","","","","0","600.148","raw","","","2.70161","6493","67","0","","","0","","minimize","","","","0","14907","","","3448","","1554","1408","0","1470","0","","1553","204","","0.0151",""
"gecode","tablelayout","TableLayout.mzn","en-1000-1407-line1986.dzn","SATISFIED","1200.045426575467","","","112","294","0.002745","551","","1199.91","raw","","","0.084727","3175","9","","","43958874","0","","minimize","0","","","","","","87918135","","","356","","","","","","294","","10497435293","","9"
"mzn_sat-loandra-order_binary_binary-True-PB_BEST-core-guided","tablelayout","TableLayout.mzn","en-1000-1439-line292.dzn","SATISFIED","601.9290549792349","3190","","","","","","0","600.0228","raw","","","1.73153","3202","8","0","","","0","","minimize","","","","0","10386","","","2610","","1058","961","0","1040","0","","1057","140","","0.0109",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-linear-su","tablelayout","TableLayout.mzn","en-1250-1407-line976.dzn","OPTIMAL_SOLUTION","7.560587082058191","25632","","","","","","0","5.3483","raw","","","1.79255","1708","2","0","","","0","","minimize","","","","0","40232","","","17230","","16689","11469","0","11415","0","","16688","","","0.0758",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-oll","tablelayout","TableLayout.mzn","en-1000-1439-line292.dzn","SATISFIED","602.0906148878857","3190","","","","","","0","600.1281","raw","","","1.75989","3152","2","0","","","0","","minimize","","","","0","10386","","","2610","","1058","961","0","1040","0","","1057","140","","0.0094",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-oll","tablelayout","TableLayout.mzn","en-1000-1407-line1350.dzn","OPTIMAL_SOLUTION","3.185838418081403","22051","","","","","","0","1.5481","raw","","","1.33066","1041","2","0","","","0","","minimize","","","","0","44655","","","17595","","8267","8915","0","8695","0","","8266","","","0.067",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-linear-su","tablelayout","TableLayout.mzn","en-1000-1274-line521.dzn","OPTIMAL_SOLUTION","9.3843400394544","44982","","","","","","0","5.201","raw","","","3.35858","5378","2","0","","","0","","minimize","","","","0","54640","","","25508","","39184","21655","0","21680","0","","39183","","","0.1258",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-linear-su","tablelayout","TableLayout.mzn","en-1000-1615-line479.dzn","SATISFIED","601.5196257364005","2689","","","","","","0","600.1387","raw","","","1.24549","2543","2","0","","","0","","minimize","","","","0","9228","","","1943","","610","928","0","796","0","","609","88","","0.0074",""
"chuffed","tablelayout","TableLayout.mzn","en-1250-1261-line126.dzn","OPTIMAL_SOLUTION","0.3238922040909529","","34611","65","116","0.036","34973","","0.046","raw","","0.045","0.117403","3500","7","","31","31","0","0.0","minimize","7","360","113","","","0.0","517","","0.19","456","","","","","1638161066","226","","8354","",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-oll","tablelayout","TableLayout.mzn","en-1000-1303-line283.dzn","OPTIMAL_SOLUTION","130.0005051260814","105156","","","","","","0","121.7008","raw","","","6.83175","4196","2","0","","","0","","minimize","","","","0","174869","","","73079","","62997","45856","0","45479","0","","62996","","","0.2727",""
"mzn_sat-open-wbo-order_binary_order-True-PB_BEST-linear-su","tablelayout","TableLayout.mzn","en-1000-1286-line764.dzn","OPTIMAL_SOLUTION","5.577570294030011","24264","","","","","","0","2.538","raw","","","2.51523","4502","2","0","","","0","","minimize","","","","0","27653","","","12546","","23318","11998","0","12020","0","","23317","8","","0.0697",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-best","tablelayout","TableLayout.mzn","en-1000-1407-line976.dzn","SATISFIED","601.4640556182712","2247","","","","","","0","600.1355","raw","","","1.20316","2290","2","0","","","0","","minimize","","","","0","8245","","","1758","","668","693","0","677","0","","667","82","","0.0064",""
"gecode","tablelayout","TableLayout.mzn","en-1000-251-line273.dzn","OPTIMAL_SOLUTION","8.169823039323092","","","209","638","0.0058","1559","","7.97538","raw","","","0.129234","6493","9","","","124322","0","","minimize","0","","","","","","249648","","","908","","","","","","642","","49512758","","9"
"mzn_sat-loandra-order_orderBinary_order-True-PB_BEST-only-linear-search","tablelayout","TableLayout.mzn","en-1000-1274-line521.dzn","OPTIMAL_SOLUTION","6.792790239676833","44982","","","","","","0","2.6003","raw","","","3.35486","5378","7","0","","","0","","minimize","","","","0","54640","","","25508","","39184","21655","0","21680","0","","39183","","","0.1389",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-part-msu3","tablelayout","TableLayout.mzn","en-1000-1479-line419.dzn","ERROR","","2807","","","","","","0","","raw","Unknown message kind ASCII `E'","","0.990336","","","0","","","0","","minimize","","","","0","9540","","","1641","","686","1073","0","712","0","","685","90","","0.0083",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-msu3","tablelayout","TableLayout.mzn","en-1000-274-line403.dzn","ERROR","","3627","","","","","","0","","raw","Unknown message kind ASCII `E'","","1.86858","","","0","","","0","","minimize","","","","0","12466","","","2932","","658","1027","0","970","0","","657","94","","0.0103",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-oll","tablelayout","TableLayout.mzn","en-1000-1615-line479.dzn","OPTIMAL_SOLUTION","54.92149519175291","16722","","","","","","0","53.0795","raw","","","1.51574","2456","2","0","","","0","","minimize","","","","0","25527","","","10803","","11140","7691","0","7487","0","","11139","","","0.0572",""
"mzn_sat-open-wbo-order_binary_order-True-PB_BEST-part-msu3","tablelayout","TableLayout.mzn","en-1000-274-line403.dzn","OPTIMAL_SOLUTION","2.5274174278602004","10157","","","","","","0","0.4386","raw","","","1.8045","2602","2","0","","","0","","minimize","","","","0","15103","","","5715","","8193","4774","0","4717","0","","8192","12","","0.0309",""
"mzn_sat-loandra-order_orderBinary_order-True-PB_BEST-core-boosted","tablelayout","TableLayout.mzn","en-1250-1407-line1986.dzn","OPTIMAL_SOLUTION","5.414934034459293","39241","","","","","","0","2.2469","raw","","","2.54796","2125","10","0","","","0","","minimize","","","","0","70017","","","28804","","20436","16703","0","16567","0","","20435","","","0.145",""
"mzn_sat-open-wbo-order_binary_order-True-PB_BEST-wbo","tablelayout","TableLayout.mzn","en-1250-1303-line283.dzn","SATISFIED","606.8352856207639","64525","","","","","","0","600.3373","raw","","","5.2375","4721","2","0","","","0","","minimize","","","","0","69488","","","32518","","62997","32112","0","31927","0","","62996","12","","0.1947",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-linear-su","tablelayout","TableLayout.mzn","en-1000-1479-line1099.dzn","OPTIMAL_SOLUTION","11.853898031637073","29087","","","","","","0","9.348","raw","","","2.031489","1909","2","0","","","0","","minimize","","","","0","49268","","","19922","","16670","12803","0","12281","0","","16669","","","0.0902",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-msu3","tablelayout","TableLayout.mzn","en-1000-274-line403.dzn","OPTIMAL_SOLUTION","106.14034285768867","14813","","","","","","0","104.3485","raw","","","1.51785","2602","2","0","","","0","","minimize","","","","0","25228","","","10432","","8193","6567","0","6438","0","","8192","","","0.0411",""
"chuffed","tablelayout","TableLayout.mzn","en-760-310-line795.dzn","OPTIMAL_SOLUTION","0.30186089407652617","","26642","93","174","0.031","27120","","0.038","raw","","0.036","0.125553","1605","5","","10","10","0","0.0","minimize","5","476","38","","","0.0","298","","0.19","546","","","","","1638168748","342","","3261","",""
"chuffed-free","tablelayout","TableLayout.mzn","en-1000-1303-line283.dzn","OPTIMAL_SOLUTION","0.39084720984101295","","65249","61","190","0.068","65777","","0.049","raw","","0.049","0.135499","4196","7","","13","13","0","0.0","minimize","7","526","22","","","0.0","242","","0.28","508","","","","","1638163557","374","","2809","",""
"mzn_sat-loandra-order_binary_order-True-PB_BEST-core-guided","tablelayout","TableLayout.mzn","en-1250-1479-line1099.dzn","OPTIMAL_SOLUTION","4.456841584295034","18365","","","","","","0","2.1006","raw","","","1.9847","1409","7","0","","","0","","minimize","","","","0","22286","","","9166","","16670","9059","0","8662","0","","16669","14","","0.0607",""
"mzn_sat-loandra-order_binary_binary-True-PB_BEST-core-boosted","tablelayout","TableLayout.mzn","en-1250-1479-line1633.dzn","OPTIMAL_SOLUTION","35.92648402787745","2719","","","","","","0","34.8128","raw","","","1.00069","2971","30","0","","","0","","minimize","","","","0","9235","","","1529","","650","1076","0","692","0","","649","86","","0.0075",""
"mzn_sat-open-wbo-order_binary_order-True-PB_BEST-best","tablelayout","TableLayout.mzn","en-1250-1407-line1986.dzn","OPTIMAL_SOLUTION","183.34188462700695","22100","","","","","","0","180.1223","raw","","","2.76867","2125","2","0","","","0","","minimize","","","","0","27542","","","11621","","20436","10754","0","10713","0","","20435","10","","0.0796",""
"picat_sat","tablelayout","TableLayout.mzn","en-1250-1261-line126.dzn","OPTIMAL_SOLUTION","30.288068232126534","","","","","","","","30.08289359603077","raw","","","0.116945","3500","8","","","","0","","minimize","","","","","","","","","","456","","","","","","226","","","0.08822963609576226",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-wbo","tablelayout","TableLayout.mzn","en-1250-1074-line298.dzn","SATISFIED","605.126925425604","56366","","","","","","0","600.264","raw","","","3.91198","6538","2","0","","","0","","minimize","","","","0","72229","","","33128","","46579","26710","0","26755","0","","46578","","","0.1621",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-linear-su","tablelayout","TableLayout.mzn","en-1000-1439-line292.dzn","SATISFIED","602.0904375044629","3190","","","","","","0","600.151","raw","","","1.73986","3454","2","0","","","0","","minimize","","","","0","10386","","","2610","","1058","961","0","1040","0","","1057","140","","0.0106",""
"gecode","tablelayout","TableLayout.mzn","en-1000-1439-line292.dzn","SATISFIED","1200.0545945763588","","","242","674","0.005024","864","","1199.89","raw","","","0.101417","3102","2","","","34602547","0","","minimize","0","","","","","","69205363","","","671","","","","","","674","","9553720868","","2"
"mzn_sat-loandra-order_orderBinary_order-True-PB_BEST-core-boosted","tablelayout","TableLayout.mzn","en-1000-1479-line419.dzn","OPTIMAL_SOLUTION","6.73944447375834","35930","","","","","","0","3.8069","raw","","","2.38395","3668","6","0","","","0","","minimize","","","","0","59146","","","24277","","21684","15912","0","15404","0","","21683","","","0.106",""
"mzn_sat-loandra-order_binary_binary-True-PB_BEST-core-boosted","tablelayout","TableLayout.mzn","en-1250-1407-line1986.dzn","OPTIMAL_SOLUTION","138.41812499705702","2908","","","","","","0","136.3338","raw","","","1.97044","2125","44","0","","","0","","minimize","","","","0","11954","","","2323","","614","860","0","819","0","","613","78","","0.0088",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-part-msu3","tablelayout","TableLayout.mzn","en-1250-1479-line419.dzn","ERROR","","2848","","","","","","0","","raw","Unknown message kind ASCII `E'","","1.0133","","","0","","","0","","minimize","","","","0","9645","","","1641","","686","1095","0","712","0","","685","90","","0.0082",""
